uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
40585382	0.000108030991892	0.00536334368101	0.0723420977422	0.00162889708972	0.00194332210214	0.3	0.111111111111	0.733333333333	0.725
30005269	2.70821885437e-05	0.00155277753081	0.0101929122606	0.000264928624503	0.000447383505529	0.3	0.111111111111	0.466666666667	0.98125
3314758074	0.000248333743536	0.0157005844204	0.00124464132609	0.0144530983196	0.000736318686184	0.9	0.111111111111	0.933333333333	0.9
14311688	2.49269567852e-05	0.00161789400791	0.0104744212632	0.000324951515992	0.000517287178268	0.2	0.111111111111	0.933333333333	0.7125
110457801	2.08150014566e-05	0.00148766105371	0.0530623035153	0.00685502815902	0.000354178608544	0.4	0.111111111111	0.466666666667	0.94375
269062860	0.000215182876094	0.0116808941995	0.179346956273	0.000177998919588	0.0012862275784	0.5	0.222222222222	0.866666666667	0.90625
1656126090	4.39553845474e-06	0.000594813973495	0.00163618176622	0.000918971166245	1.86409793971e-05	0.7	0.0	1.0	0.5375
758669826	5.92688733574e-06	0.000733812607301	0.000464418405259	9.52087244308e-05	6.52434278897e-05	0.6	0.111111111111	0.8	0.63125
21056856	6.54368063504e-05	0.00077513652546	0.00155330094313	8.27901951572e-05	0.00025165322186	0.3	0.111111111111	0.8	0.9375
954363313	1.70149875667e-06	8.26478363172e-05	0.000254358388111	0.000140743331767	5.59229381912e-05	0.6	0.222222222222	0.666666666667	0.875
337284868	3.54904282329e-05	0.00259714564427	0.126607602172	0.0381807682516	0.000410101546735	0.5	0.333333333333	0.466666666667	0.7875
203541550	7.33062381e-06	0.000437031740526	0.000447270648757	0.0	9.78651418346e-05	0.4	0.333333333333	0.8	0.4
156333623	0.0001386296112	0.000254204708673	0.000761646184624	0.0	0.00288003131685	0.4	0.222222222222	0.666666666667	0.66875
587865313	6.18211214924e-05	0.0048361506645	0.010465847385	0.00558005915359	0.00038214007764	0.6	0.111111111111	0.8	0.99375
4750028375	2.63590515721e-05	0.00274866667752	0.000191483280937	0.000331160780629	7.45639175882e-05	1.0	0.222222222222	0.733333333333	0.9875
115703194	7.64256524872e-06	0.000128980714253	0.000928836810517	0.0	0.000284274935805	0.4	0.0	0.933333333333	0.4875
15475471	3.89926798404e-06	0.00124973546431	2.85795941698e-05	0.0	2.33012242463e-05	0.2	0.0	0.6	0.225
2701352961	1.51008014655e-05	0.00136243705929	0.030671620463	0.0153079070846	0.000102525386684	0.8	0.0	0.666666666667	0.9375
383978282	1.20097453908e-05	0.00117961002744	0.00154472706488	0.000602298669769	6.52434278897e-05	0.5	0.222222222222	0.733333333333	0.575
1031038448	1.55970719362e-06	9.26657558708e-05	0.000101457559303	1.03487743946e-05	1.86409793971e-05	0.6	0.222222222222	0.466666666667	0.925
115402745	2.06590307373e-05	0.000604831893049	0.000975993140897	4.13950975786e-06	0.000582530606158	0.4	0.111111111111	0.933333333333	0.625
168516256	3.88508882774e-06	0.000468337739131	0.000901686196056	0.00319777128795	4.19422036434e-05	0.4	0.111111111111	0.866666666667	0.86875
293602749	1.1088100231e-05	0.00042325710114	0.0228793941126	0.0263479796088	0.000228351997614	0.5	0.111111111111	0.6	0.23125
2734365015	1.020899254e-06	8.7656796094e-05	0.000581594741355	0.000585740630737	4.66024484926e-06	0.8	0.222222222222	0.733333333333	0.05625
45025729	0.0109032465702	0.00076010964613	0.00986281794799	6.0022891489e-05	0.0207893522726	0.3	0.111111111111	0.6	0.8875
183825988	1.9623952327e-05	0.00169052392467	0.0150828808231	3.51858329418e-05	0.000121166366081	0.4	0.222222222222	0.6	0.89375
954537696	0.000159869987346	0.00118211450732	0.0137424978565	0.0967051572082	0.00131884929234	0.6	0.0	0.866666666667	0.125
187838951	0.00010393321572	0.00358641520019	0.00977993712489	0.00429888088354	0.00101593337714	0.4	0.111111111111	0.4	0.975
13134132	9.45749725584e-06	2.5044798884e-06	0.0158616747642	0.00670186629797	0.00025631346671	0.2	0.111111111111	0.6	0.84375
142082006	4.05240287214e-05	0.000993026275751	0.0293812517862	0.000200766223256	0.000167768814574	0.4	0.222222222222	0.866666666667	0.76875
17976923	0.00035094829772	0.00654044922856	0.00644041154616	0.00164338537387	0.00715347584362	0.2	0.0	0.866666666667	0.75
44579901	1.20806411724e-05	0.00111825027017	0.00267219205487	0.000728553717383	0.000205050773368	0.3	0.111111111111	1.0	0.775
2604799262	3.30374341921e-05	0.00281628763451	0.00032152043441	7.86506853993e-05	4.66024484926e-05	0.8	0.111111111111	0.466666666667	0.75
110445334	0.0218948718217	0.00151521033248	0.0124449842812	2.69068134261e-05	0.0481496497826	0.4	0.111111111111	0.666666666667	0.8375
2560114934	9.76943869456e-06	0.000672452850036	0.0101000285796	0.0367008935132	1.86409793971e-05	0.8	0.0	0.6	0.525
18020589	1.87732029486e-05	0.00181449567915	0.00676193198057	0.000554694307553	0.000181749549121	0.2	0.111111111111	0.733333333333	0.7
19266287	1.61500590321e-05	0.0024506335708	0.000934552729351	0.000175929164709	9.78651418346e-05	0.3	0.111111111111	0.733333333333	0.9875
